KEW_FAMILY_EXT,QUERY,KEW_GENUS_EXT
Caryophyllaceae,Schischkiniella,Silene
Caryophyllaceae,Scleranthopsis,Scleranthopsis
Caryophyllaceae,Selleola,Minuartia
Caryophyllaceae,Silenanthe,Silenanthe
Caryophyllaceae,Silene,Silene
Caryophyllaceae,Sofianthe,Sofianthe
Caryophyllaceae,Somerauera,Somerauera
Caryophyllaceae,Spanizium,Spanizium
Caryophyllaceae,Spergella,Spergella
Caryophyllaceae,Spergula,Spergula
Caryophyllaceae,Spergularia,Spergularia
Caryophyllaceae,Stellaria,Stellaria
Caryophyllaceae,Stipulicida,Stipulicida
Caryophyllaceae,Thurya,Thurya
Caryophyllaceae,Thylacospermum,Thylacospermum
Caryophyllaceae,Timaeosia,Timaeosia
Caryophyllaceae,Tissa,Tissa
Caryophyllaceae,Triplateia,Triplateia
Caryophyllaceae,Tryphane,Minuartia
Caryophyllaceae,Tytthostemma,Stellaria
Caryophyllaceae,Uebelinia,Uebelinia
Caryophyllaceae,Ussuria,Ussuria
Caryophyllaceae,Vaccaria,Vaccaria
Caryophyllaceae,Velezia,Velezia
Caryophyllaceae,Viscago,Viscago
Caryophyllaceae,Viscaria,Viscaria
Caryophyllaceae,Wahlbergella,Wahlbergella
Caryophyllaceae,Wangerinia,Microphyes
Caryophyllaceae,Wierzbickia,Minuartia
Caryophyllaceae,Wycliffea,Wycliffea
Caryophyllaceae,Xamilenis,Xamilenis
Casuarinaceae,Allocasuarina,Allocasuarina
Casuarinaceae,Casuarina,Casuarina
Casuarinaceae,Ceuthostoma,Ceuthostoma
Casuarinaceae,Gymnostoma,Gymnostoma
Casuarinaceae,Quadrangula,Gymnostoma
Catagoniaceae,Catagonium,Catagonium
Catagoniaceae,Eucatagonium,Eucatagonium
Catoscopiaceae,Catoscopium,Catoscopium
Cecropiaceae,Ambaiba,Cecropia
Cecropiaceae,Cecropia,Cecropia
Cecropiaceae,Conocephalus,Poikilospermum
Cecropiaceae,Coussapoa,Coussapoa
Cecropiaceae,Dicranostachys,Myrianthus
Cecropiaceae,Musanga,Musanga
Cecropiaceae,Myrianthus,Myrianthus
Cecropiaceae,Poikilospermum,Poikilospermum
Cecropiaceae,Pourouma,Pourouma
Celastraceae,Kurrimia,Bhesa
Celastraceae,Allocassine,Allocassine
Celastraceae,Annulodiscus,Salacia
Celastraceae,Anthodon,Anthodon
Celastraceae,Apatophyllum,Apatophyllum
Celastraceae,Apodostigma,Apodostigma
Celastraceae,Arnicratea,Arnicratea
Celastraceae,Austroplenckia,Austroplenckia
Celastraceae,Bequaertia,Bequaertia
Celastraceae,Bhesa,Bhesa
Celastraceae,Boaria,Maytenus
Celastraceae,Brassiantha,Brassiantha
Celastraceae,Brexiella,Brexiella
Celastraceae,Campylostemon,Campylostemon
Celastraceae,Capusia,Siphonodon
Celastraceae,Caryospermum,Perrottetia
Celastraceae,Cassine,Cassine
Celastraceae,Catha,Catha
Celastraceae,Cathastrum,Pleurostylia
Celastraceae,Celastrus,Celastrus
Celastraceae,Cheiloclinium,Cheiloclinium
Celastraceae,Christmannia,Christmannia
Celastraceae,Clercia,Clercia
Celastraceae,Crocoxylon,Crocoxylon
Celastraceae,Crossopetalum,Crossopetalum
Celastraceae,Cuervea,Cuervea
Celastraceae,Denhamia,Denhamia
Celastraceae,Dicarpellum,Salacia
Celastraceae,Dillonia,Catha
Celastraceae,Elachyptera,Elachyptera
Celastraceae,Elaeodendron,Elaeodendron
Celastraceae,Enonymus,Enonymus
Celastraceae,Euonymus,Euonymus
Celastraceae,Euthalis,Euthalis
Celastraceae,Evonymoides,Evonymoides
Celastraceae,Evonymopsis,Evonymopsis
Celastraceae,Florinda,Florinda
Celastraceae,Fraunhofera,Fraunhofera
Celastraceae,Glyptopetalum,Glyptopetalum
Celastraceae,Goniodiscus,Goniodiscus
Celastraceae,Gyminda,Gyminda
Celastraceae,Gymnosporia,Maytenus
Celastraceae,Hartogia,Hartogiella
Celastraceae,Hartogiella,Hartogiella
Celastraceae,Hartogiopsis,Hartogiopsis
Celastraceae,Haydenia,Haydenia
Celastraceae,Hedraianthera,Hedraianthera
Celastraceae,Helictonema,Helictonema
Celastraceae,Hemiangium,Hippocratea
Celastraceae,Herya,Pleurostylia
Celastraceae,Hexaspora,Hexaspora
Celastraceae,Hippocratea,Hippocratea
Celastraceae,Hylenaea,Hylenaea
Celastraceae,Hypsophila,Hypsophila
Celastraceae,Johnia,Salacia
Celastraceae,Kalonymus,Kalonymus
Celastraceae,Katafa,Katafa
Celastraceae,Kokoona,Kokoona
Celastraceae,Lauridia,Elaeodendron
Celastraceae,Lecardia,Salaciopsis
Celastraceae,Leucocarpum,Leucocarpum
Celastraceae,Loeseneriella,Loeseneriella
Celastraceae,Lophopetalum,Lophopetalum
Celastraceae,Lydenburgia,Catha
Celastraceae,Macahanea,Macahanea
Celastraceae,Managa,Managa
Celastraceae,Masakia,Masakia
Celastraceae,Maurocenia,Maurocenia
Celastraceae,Maytenus,Maytenus
Celastraceae,Melanocarya,Melanocarya
Celastraceae,Menepetalum,Menepetalum
Celastraceae,Methyscophyllum,Methyscophyllum
Celastraceae,Microtropis,Microtropis
Celastraceae,Microtrpis,Microtrpis
Celastraceae,Monimopetalum,Monimopetalum
Celastraceae,Monocelastrus,Celastrus
Celastraceae,Mortonia,Mortonia
Celastraceae,Moya,Maytenus
Celastraceae,Myginda,Crossopetalum
Celastraceae,Mystroxylon,Mystroxylon
Celastraceae,Neerija,Neerija
Celastraceae,Nicobariodendron,Nicobariodendron
Celastraceae,Nothocelastrus,Nothocelastrus
Celastraceae,Nothocnestis,Bhesa
Celastraceae,Orthosphenia,Orthosphenia
Celastraceae,Otherodendron,Microtropis
Celastraceae,Pachistima,Pachistima
Celastraceae,Pachystima,Paxistima
Celastraceae,Paracelastrus,Microtropis
Celastraceae,Paxistima,Paxistima
Celastraceae,Peripterygia,Peripterygia
Celastraceae,Peritassa,Peritassa
Celastraceae,Perrottetia,Perrottetia
Celastraceae,Platypterocarpus,Platypterocarpus
Celastraceae,Plenckia,Plenckia
Celastraceae,Pleurostylia,Pleurostylia
Celastraceae,Polycardia,Polycardia
Celastraceae,Pottingeria,Pottingeria
Celastraceae,Pragmotessara,Euonymus
Celastraceae,Pragmotropa,Euonymus
Celastraceae,Prionostemma,Prionostemma
Celastraceae,Pristimera,Pristimera
Celastraceae,Psammomoya,Psammomoya
Celastraceae,Pseudocassine,Crocoxylon
Celastraceae,Pseudosalacia,Pseudosalacia
Celastraceae,Ptelidium,Ptelidium
Celastraceae,Pterocelastrus,Pterocelastrus
Celastraceae,Putterlickia,Putterlickia
Celastraceae,Pyramidostylium,Pyramidostylium
Celastraceae,Pyrospermum,Bhesa
Celastraceae,Quadripterygium,Euonymus
Celastraceae,Quetzalia,Quetzalia
Celastraceae,Raddisia,Raddisia
Celastraceae,Reissantia,Reissantia
Celastraceae,Rhacoma,Crossopetalum
Celastraceae,Romualdea,Romualdea
Celastraceae,Rubentia,Rubentia
Celastraceae,Rzedowskia,Rzedowskia
Celastraceae,Salacia,Salacia
Celastraceae,Salacicratea,Salacia
Celastraceae,Salacighia,Salacighia
Celastraceae,Salaciopsis,Salaciopsis
Celastraceae,Salvadoropsis,Salvadoropsis
Celastraceae,Sarawakodendron,Sarawakodendron
Celastraceae,Scandivepres,Scandivepres
Celastraceae,Schaefferia,Schaefferia
Celastraceae,Semarilla,Semarilla
Celastraceae,Semialarium,Semialarium
Celastraceae,Simicratea,Simicratea
Celastraceae,Simirestis,Simirestis
Celastraceae,Siphonodon,Siphonodon
Celastraceae,Solenospermum,Lophopetalum
Celastraceae,Sphaerodiscus,Euonymus
Celastraceae,Tampoa,Tampoa
Celastraceae,Telemachia,Elaeodendron
Celastraceae,Tetrasiphon,Tetrasiphon
Celastraceae,Theaphyllum,Theaphyllum
Celastraceae,Thyrsosalacia,Thyrsosalacia
Celastraceae,Tonsella,Tonsella
Celastraceae,Tontelea,Tontelea
Celastraceae,Torralbasia,Torralbasia
Celastraceae,Tricerma,Maytenus
Celastraceae,Tripterygium,Tripterygium
Celastraceae,Tristemonanthus,Tristemonanthus
Celastraceae,Trochisandra,Bhesa
Celastraceae,Viposia,Plenckia
Celastraceae,Vyenomus,Vyenomus
Celastraceae,Wimmeria,Wimmeria
Celastraceae,Xylonymus,Xylonymus
Celastraceae,Zinowiewia,Zinowiewia
Centrolepidaceae,Alepyrum,Centrolepis
Centrolepidaceae,Aphelia,Aphelia
Centrolepidaceae,Brizula,Brizula
Centrolepidaceae,Centrolepis,Centrolepis
Centrolepidaceae,Gaimardia,Gaimardia
Centrolepidaceae,Pseudalepyrum,Centrolepis
Cephalotaceae,Cephalotus,Cephalotus
Cephalotaxaceae,Cephalotaxus,Cephalotaxus
Cephaloziaceae,Alobiella,Alobiella
Cephaloziaceae,Alobiellopsis,Alobiellopsis
Cephaloziaceae,Anomoclada,Anomoclada
Cephaloziaceae,Cephalozia,Cephalozia
Cephaloziaceae,Cladomastigum,Cladomastigum
Cephaloziaceae,Cladopodiella,Cladopodiella
Cephaloziaceae,Fuscocephaloziopsis,Fuscocephaloziopsis
Cephaloziaceae,Haesselia,Haesselia
Cephaloziaceae,Hygrobiella,Hygrobiella
Cephaloziaceae,Iwatsukia,Iwatsukia
Cephaloziaceae,Metahygrobiella,Metahygrobiella
Cephaloziaceae,Nowellia,Nowellia
Cephaloziaceae,Odontoschisma,Odontoschisma
Cephaloziaceae,Pleuroclada,Pleuroclada
Cephaloziaceae,Pleurocladula,Pleurocladula
Cephaloziaceae,Schiffneria,Schiffneria
Cephaloziaceae,Schofieldia,Schofieldia
Cephaloziaceae,Sphagnoecetis,Sphagnoecetis
Cephaloziaceae,Trabacellula,Trabacellula
Cephaloziaceae,Trigonanthus,Trigonanthus
Cephaloziellaceae,Allisoniella,Allisoniella
Cephaloziellaceae,Amphicephalozia,Amphicephalozia
Cephaloziellaceae,Cephalojonesia,Cephalojonesia
Cephaloziellaceae,Cephalomitrion,Cephalomitrion
Cephaloziellaceae,Cephaloziella,Cephaloziella
Cephaloziellaceae,Cephaloziopsis,Cephaloziopsis
Cephaloziellaceae,Cylindrocolea,Cylindrocolea
Cephaloziellaceae,Dichiton,Dichiton
Cephaloziellaceae,Evansia,Evansia
Cephaloziellaceae,Kymatocalyx,Kymatocalyx
Cephaloziellaceae,Prionolobus,Prionolobus
Cephaloziellaceae,Protomarsupella,Protomarsupella
Cephaloziellaceae,Ruttnerella,Ruttnerella
Cephaloziellaceae,Stenorrhipis,Stenorrhipis
Ceratophyllaceae,Ceratophyllum,Ceratophyllum
Cercidiphyllaceae,Cercidiphyllum,Cercidiphyllum
Chaetophyllopsaceae,Chaetophyllopsis,Chaetophyllopsis
Chaetophyllopsaceae,Herzogianthus,Herzogianthus
Cheiropleuriaceae,Cheiropleuria,Cheiropleuria
Chenopodiaceae,Dondia,Suaeda
Chenopodiaceae,Fremontia,Sarcobatus
Chenopodiaceae,Bassia,Bassia
Chenopodiaceae,Brachylepis,Brachylepis
Chenopodiaceae,Halothamnus,Halothamnus
Chenopodiaceae,Krascheninnikovia,Krascheninnikovia
Chenopodiaceae,Sclerolaena,Sclerolaena
Chenopodiaceae,Acroglochin,Acroglochin
Chenopodiaceae,Aellenia,Halothamnus
Chenopodiaceae,Agathophora,Agathophora
Chenopodiaceae,Agriophyllum,Agriophyllum
Chenopodiaceae,Alexandra,Alexandra
Chenopodiaceae,Allenrolfea,Allenrolfea
Chenopodiaceae,Anabasis,Anabasis
Chenopodiaceae,Anthochlamys,Anthochlamys
Chenopodiaceae,Aphanisma,Aphanisma
Chenopodiaceae,Archiatriplex,Archiatriplex
Chenopodiaceae,Armola,Atriplex
Chenopodiaceae,Arthrocnemum,Arthrocnemum
Chenopodiaceae,Arthrophytum,Arthrophytum
Chenopodiaceae,Atripex,Atripex
Chenopodiaceae,Atriplex,Atriplex
Chenopodiaceae,Axyris,Axyris
Chenopodiaceae,Babbagia,Babbagia
Chenopodiaceae,Baolia,Chenopodium
Chenopodiaceae,Beta,Beta
Chenopodiaceae,Bienertia,Bienertia
Chenopodiaceae,Blackiella,Atriplex
Chenopodiaceae,Borsczowia,Borsczowia
Chenopodiaceae,Borszczowia,Borszczowia
Chenopodiaceae,Brezia,Suaeda
Chenopodiaceae,Bushia,Kochia
Chenopodiaceae,Calvelia,Suaeda
Chenopodiaceae,Camphorosma,Camphorosma
Chenopodiaceae,Caroxylon,Salsola
Chenopodiaceae,Caspia,Salsola
Chenopodiaceae,Ceratocarpus,Ceratocarpus
Chenopodiaceae,Ceratoides,Ceratocarpus
Chenopodiaceae,Chenolea,Bassia
Chenopodiaceae,Chenoleoides,Bassia
Chenopodiaceae,Chenopodium,Chenopodium
Chenopodiaceae,Choriptera,Choriptera
Chenopodiaceae,Cirgensohnia,Cirgensohnia
Chenopodiaceae,Climacoptera,Climacoptera
Chenopodiaceae,Coilocarpus,Sclerolaena
Chenopodiaceae,Corispermum,Corispermum
Chenopodiaceae,Cornulaca,Cornulaca
Chenopodiaceae,Cremnophyton,Cremnophyton
Chenopodiaceae,Cyathobasis,Cyathobasis
Chenopodiaceae,Cycloloma,Cycloloma
Chenopodiaceae,Cyrilwhitea,Bassia
Chenopodiaceae,Darniella,Salsola
Chenopodiaceae,Didymanthus,Didymanthus
Chenopodiaceae,Dissocarpus,Dissocarpus
Chenopodiaceae,Duriala,Maireana
Chenopodiaceae,Dysphania,Dysphania
Chenopodiaceae,Echinopsilon,Bassia
Chenopodiaceae,Einadia,Einadia
Chenopodiaceae,Enchylaena,Enchylaena
Chenopodiaceae,Eremochion,Salsola
Chenopodiaceae,Eremophea,Eremophea
Chenopodiaceae,Eremosemium,Grayia
Chenopodiaceae,Eriochiton,Eriochiton
Chenopodiaceae,Esfandiaria,Esfandiaria
Chenopodiaceae,Eurotia,Axyris
Chenopodiaceae,Exomis,Exomis
Chenopodiaceae,Fadenia,Fadenia
Chenopodiaceae,Fredolia,Fredolia
Chenopodiaceae,Gamanthus,Halanthium
Chenopodiaceae,Girgensohnia,Girgensohnia
Chenopodiaceae,Goerziella,Goerziella
Chenopodiaceae,Grayia,Grayia
Chenopodiaceae,Gyroptera,Gyroptera
Chenopodiaceae,Hablitzia,Hablitzia
Chenopodiaceae,Halanthium,Halanthium
Chenopodiaceae,Halarchon,Halarchon
Chenopodiaceae,Halimione,Halimione
Chenopodiaceae,Halimocnemis,Halimocnemis
Chenopodiaceae,Halimus,Atriplex
Chenopodiaceae,Halocharis,Halocharis
Chenopodiaceae,Halocnemum,Halocnemum
Chenopodiaceae,Halogeton,Halogeton
Chenopodiaceae,Halopeplis,Halopeplis
Chenopodiaceae,Halosarcia,Halosarcia
Chenopodiaceae,Halostachys,Halostachys
Chenopodiaceae,Halotis,Halimocnemis
Chenopodiaceae,Haloxanthium,Atriplex
Chenopodiaceae,Haloxylon,Haloxylon
Chenopodiaceae,Hammada,Hammada
Chenopodiaceae,Helicilla,Helicilla
Chenopodiaceae,Hemichroa,Hemichroa
Chenopodiaceae,Heterostachys,Heterostachys
Chenopodiaceae,Holmbergia,Holmbergia
Chenopodiaceae,Horaninovia,Horaninovia
Chenopodiaceae,Horaninowia,Horaninowia
Chenopodiaceae,Hypocylix,Salsola
Chenopodiaceae,Iljinia,Haloxylon
Chenopodiaceae,Kalidiopsis,Kalidiopsis
Chenopodiaceae,Kalidium,Kalidium
Chenopodiaceae,Kirilowia,Kirilowia
Chenopodiaceae,Kochia,Kochia
Chenopodiaceae,Lagenantha,Lagenantha
Chenopodiaceae,Lecanocarpus,Acroglochin
Chenopodiaceae,Lerchia,Suaeda
Chenopodiaceae,Londesia,Kirilowia
Chenopodiaceae,Maireana,Maireana
Chenopodiaceae,Malacocera,Malacocera
Chenopodiaceae,Manochlamys,Manochlamys
Chenopodiaceae,Meiomeria,Chenopodium
Chenopodiaceae,Microcnemum,Microcnemum
Chenopodiaceae,Microgynoecium,Microgynoecium
Chenopodiaceae,Micromonolepis,Monolepis
Chenopodiaceae,Micropeplis,Halogeton
Chenopodiaceae,Monolepis,Monolepis
Chenopodiaceae,Morrisiella,Atriplex
Chenopodiaceae,Muratina,Salsola
Chenopodiaceae,Nanophyton,Nanophyton
Chenopodiaceae,Neobassia,Neobassia
Chenopodiaceae,Neobotrydium,Chenopodium
Chenopodiaceae,Neopreissia,Atriplex
Chenopodiaceae,Nitrophila,Nitrophila
Chenopodiaceae,Noaea,Noaea
Chenopodiaceae,Nucularia,Nucularia
Chenopodiaceae,Obione,Atriplex
Chenopodiaceae,Ofaiston,Ofaiston
Chenopodiaceae,Oreobliton,Oreobliton
Chenopodiaceae,Osteocarpum,Threlkeldia
Chenopodiaceae,Pachycornia,Pachycornia
Chenopodiaceae,Pachypharynx,Atriplex
Chenopodiaceae,Panderia,Panderia
Chenopodiaceae,Patellaria,Patellifolia
Chenopodiaceae,Patellifolia,Patellifolia
Chenopodiaceae,Petrosimonia,Petrosimonia
Chenopodiaceae,Physandra,Salsola
Chenopodiaceae,Piptoptera,Piptoptera
Chenopodiaceae,Polycnemum,Polycnemum
Chenopodiaceae,Proatriplex,Atriplex
Chenopodiaceae,Rhagodia,Rhagodia
Chenopodiaceae,Rhaphidophyton,Noaea
Chenopodiaceae,Roubieva,Roubieva
Chenopodiaceae,Roycea,Roycea
Chenopodiaceae,Salicornia,Salicornia
Chenopodiaceae,Salsola,Salsola
Chenopodiaceae,Sarcobatus,Sarcobatus
Chenopodiaceae,Sarcocornia,Sarcocornia
Chenopodiaceae,Sclerobassia,Bassia
Chenopodiaceae,Scleroblitum,Chenopodium
Chenopodiaceae,Sclerostegia,Sclerostegia
Chenopodiaceae,Seidlitzia,Seidlitzia
Chenopodiaceae,Senniella,Senniella
Chenopodiaceae,Sevada,Sevada
Chenopodiaceae,Spinacia,Spinacia
Chenopodiaceae,Stelligera,Stelligera
Chenopodiaceae,Suaeda,Suaeda
Chenopodiaceae,Suckleya,Suckleya
Chenopodiaceae,Sympegma,Sympegma
Chenopodiaceae,Tecticornia,Tecticornia
Chenopodiaceae,Tegicornia,Tegicornia
Chenopodiaceae,Teloxys,Teloxys
Chenopodiaceae,Theleophyton,Theleophyton
Chenopodiaceae,Threlkeldia,Threlkeldia
Chenopodiaceae,Traganopsis,Traganopsis
Chenopodiaceae,Traganum,Traganum
Chenopodiaceae,Zuckia,Zuckia
Chloranthaceae,Ascarina,Ascarina
Chloranthaceae,Ascarinopsis,Ascarina
Chloranthaceae,Chloranthus,Chloranthus
Chloranthaceae,Hedyosmum,Hedyosmum
Chloranthaceae,Saintlegeria,Saintlegeria
Chloranthaceae,Sarcandra,Sarcandra
Chloranthaceae,Tafallaea,Tafallaea
Chonecoleaceae,Chonecolea,Chonecolea
Chrysobalanaceae,Acioa,Acioa
Chrysobalanaceae,Afrolicania,Afrolicania
Chrysobalanaceae,Angelesia,Licania
Chrysobalanaceae,Atuna,Atuna
Chrysobalanaceae,Bafodeya,Bafodeya
Chrysobalanaceae,Causea,Hirtella
Chrysobalanaceae,Chrysobalanus,Chrysobalanus
Chrysobalanaceae,Couepia,Couepia
Chrysobalanaceae,Cyclandrophora,Atuna
Chrysobalanaceae,Dactyladenia,Acioa
Chrysobalanaceae,Dahuronia,Licania
Chrysobalanaceae,Diemenia,Licania
Chrysobalanaceae,Dugortia,Parinari
Chrysobalanaceae,Exellodendron,Exellodendron
Chrysobalanaceae,Exitelia,Maranthes
Chrysobalanaceae,Geobalanus,Licania
Chrysobalanaceae,Grangeria,Grangeria
Chrysobalanaceae,Hedycrea,Licania
Chrysobalanaceae,Hirtella,Hirtella
Chrysobalanaceae,Hunga,Hunga
Chrysobalanaceae,Kostermanthus,Kostermanthus
Chrysobalanaceae,Lepidocarpa,Parinari
Chrysobalanaceae,Licania,Licania
Chrysobalanaceae,Magnistipula,Magnistipula
Chrysobalanaceae,Maranthes,Maranthes
Chrysobalanaceae,Moquilea,Licania
Chrysobalanaceae,Neocarya,Neocarya
Chrysobalanaceae,Parastemon,Parastemon
Chrysobalanaceae,Parinari,Parinari
Chrysobalanaceae,Parinarium,Parinari
Chrysobalanaceae,Petrocarya,Parinari
Chrysobalanaceae,Sphenista,Hirtella
Chrysobalanaceae,Tachibota,Hirtella
Chrysobalanaceae,Thelyra,Hirtella
Chrysobalanaceae,Trichocarya,Licania
Chrysobalanaceae,Zamzela,Hirtella
Cinclidotaceae,Cinclidotus,Cinclidotus
Circaeasteraceae,Circaeaster,Circaeaster
Cistaceae,Halimiocistus,Halimiocistus
Cistaceae,Halimiocistus,Halimiocistus
Cistaceae,Hudsonia,Hudsonia
Cistaceae,Atlanthemum,Helianthemum
Cistaceae,Cistus,Cistus
Cistaceae,Crocanthemum,Halimium
Cistaceae,Fumana,Fumana
Cistaceae,Halimium,Halimium
Cistaceae,Helianthemon,Helianthemon
Cistaceae,Helianthemum,Helianthemum
Cistaceae,Horanthes,Horanthes
Cistaceae,Ladanium,Ladanium
Cistaceae,Lechea,Lechea
Cistaceae,Ledonia,Ledonia
Cistaceae,Rhodax,Rhodax
Cistaceae,Rhodocistus,Rhodocistus
Cistaceae,Therocistus,Tuberaria
Cistaceae,Trichasterophyllum,Trichasterophyllum
Cistaceae,Tuberaria,Tuberaria
Cistaceae,Xolantha,Xolantha
Cleomaceae,Peritoma,Peritoma
Clethraceae,Clathra,Clathra
Clethraceae,Clethra,Clethra
Cleveaceae,Athalamia,Athalamia
Cleveaceae,Clevea,Clevea
Cleveaceae,Peltolepis,Peltolepis
Cleveaceae,Sauteria,Sauteria
Climaciaceae,Climacium,Climacium
Clusiaceae,Agasthiyamalaia,Agasthiyamalaia
Clusiaceae,Ancistrolobus,Ancistrolobus
Clusiaceae,Arrudea,Arrudea
Clusiaceae,Brindonia,Brindonia
Clusiaceae,Calysaccion,Calysaccion
Clusiaceae,Chrysopia,Chrysopia
Clusiaceae,Commirhoea,Commirhoea
Clusiaceae,Cyclandra,Cyclandra
Clusiaceae,Elodes,Elodes
Clusiaceae,Haemocarpus,Haemocarpus
Clusiaceae,Hebradendron,Hebradendron
Clusiaceae,Hipericum,Hipericum
Clusiaceae,Leuconocarpus,Leuconocarpus
Clusiaceae,Lipophyllum,Lipophyllum
Clusiaceae,Marialva,Marialva
Clusiaceae,Myriandra,Myriandra
Clusiaceae,Nouhuysia,Nouhuysia
Clusiaceae,Platorheedia,Platorheedia
Clusiaceae,Polythecandra,Polythecandra
Clusiaceae,Pseudodesmos,Pseudodesmos
Clusiaceae,Stalagmitis,Stalagmitis
Clusiaceae,Verticillaria,Verticillaria
Clusiaceae,Xanthe,Xanthe
Cneoraceae,Cneorum,Cneorum
Cneoraceae,Neochamaelea,Cneorum
Cobaeaceae,Cobaea,Cobaea
Cochlospermaceae,Amoreuxia,Amoreuxia
Cochlospermaceae,Cochlospermum,Cochlospermum
Colchicaceae,Androcymbium,Androcymbium
Colchicaceae,Anguillaria,Wurmbea
Colchicaceae,Baeometra,Baeometra
Colchicaceae,Bulbocodium,Bulbocodium
Colchicaceae,Burchardia,Burchardia
Colchicaceae,Camptorrhiza,Camptorrhiza
Colchicaceae,Colchicum,Colchicum
Colchicaceae,Dipidax,Onixotis
Colchicaceae,Gloriosa,Gloriosa
Colchicaceae,Hexacyrtis,Hexacyrtis
Colchicaceae,Iphigenia,Iphigenia
Colchicaceae,Littonia,Littonia
Colchicaceae,Merendera,Merendera
Colchicaceae,Neodregea,Neodregea
Colchicaceae,Onixotis,Onixotis
Colchicaceae,Ornithoglossum,Ornithoglossum
Colchicaceae,Reya,Burchardia
Colchicaceae,Sandersonia,Sandersonia
Colchicaceae,Synsiphon,Colchicum
Colchicaceae,Wurmbea,Wurmbea
Columelliaceae,Columellia,Columellia
Combretaceae,Finetia,Anogeissus
Combretaceae,Grislea,Combretum
Combretaceae,Aetia,Combretum
Combretaceae,Anogeissus,Anogeissus
Combretaceae,Badamia,Terminalia
Combretaceae,Bucera,Bucida
Combretaceae,Buceras,Buceras
Combretaceae,Buchenavia,Buchenavia
Combretaceae,Bucida,Bucida
Combretaceae,Bureava,Combretum
Combretaceae,Cacoucia,Combretum
Combretaceae,Calopyxis,Calopyxis
Combretaceae,Calycopteris,Getonia
Combretaceae,Campylochiton,Combretum
Combretaceae,Campylogyne,Quisqualis
Combretaceae,Catappa,Terminalia
Combretaceae,Chicharronia,Terminalia
Combretaceae,Chrysostachys,Combretum
Combretaceae,Chuncoa,Terminalia
Combretaceae,Combretum,Combretum
Combretaceae,Conocarpus,Conocarpus
Combretaceae,Dansiea,Dansiea
Combretaceae,Embryogonia,Combretum
Combretaceae,Fatraea,Fatraea
Combretaceae,Fatrea,Terminalia
Combretaceae,Forsgardia,Combretum
Combretaceae,Funckia,Lumnitzera
Combretaceae,Getonia,Getonia
Combretaceae,Gimbernatea,Terminalia
Combretaceae,Guiera,Guiera
Combretaceae,Hambergera,Combretum
Combretaceae,Laguncularia,Laguncularia
Combretaceae,Lumnitzera,Lumnitzera
Combretaceae,Macropteranthes,Macropteranthes
Combretaceae,Meiostemon,Meiostemon
Combretaceae,Myrobalanifera,Terminalia
Combretaceae,Myrobalanus,Terminalia
Combretaceae,Pamea,Buchenavia
Combretaceae,Pentaptera,Terminalia
Combretaceae,Physopodium,Combretum
Combretaceae,Poivrea,Combretum
Combretaceae,Pokornya,Lumnitzera
Combretaceae,Problastes,Lumnitzera
Combretaceae,Pteleopsis,Pteleopsis
Combretaceae,Pyrrhanthus,Lumnitzera
Combretaceae,Quisqualis,Quisqualis
Combretaceae,Ramatuela,Ramatuela
Combretaceae,Ramatuella,Ramatuela
Combretaceae,Resinaria,Terminalia
Combretaceae,Seguiera,Combretum
Combretaceae,Sheadendron,Combretum
Combretaceae,Sphalanthus,Quisqualis
Combretaceae,Strephonema,Strephonema
Combretaceae,Tanibouca,Terminalia
Combretaceae,Terminalia,Terminalia
Combretaceae,Terminaliopsis,Terminaliopsis
Combretaceae,Thiloa,Thiloa
Combretaceae,Udani,Quisqualis
Combretaceae,Vicentia,Terminalia
Commelinaceae,Campelia,Tradescantia
Commelinaceae,Aclisia,Pollia
Commelinaceae,Aetheolirion,Aetheolirion
Commelinaceae,Amischophacelus,Cyanotis
Commelinaceae,Amischotolype,Amischotolype
Commelinaceae,Aneilema,Aneilema
Commelinaceae,Anthericopsis,Anthericopsis
Commelinaceae,Aploleia,Callisia
Commelinaceae,Athyrocarpus,Commelina
Commelinaceae,Ballya,Aneilema
Commelinaceae,Baoulia,Murdannia
Commelinaceae,Belosynapsis,Belosynapsis
Commelinaceae,Buforrestia,Buforrestia
Commelinaceae,Callisia,Callisia
Commelinaceae,Cartonema,Cartonema
Commelinaceae,Cochliostema,Cochliostema
Commelinaceae,Coleotrype,Coleotrype
Commelinaceae,Commelina,Commelina
Commelinaceae,Commelinantia,Tinantia
Commelinaceae,Commelinopsis,Commelina
Commelinaceae,Cuthbertia,Callisia
Commelinaceae,Cyanotis,Cyanotis
Commelinaceae,Cymbispatha,Tradescantia
Commelinaceae,Descantaria,Tripogandra
Commelinaceae,Dichorisandra,Dichorisandra
Commelinaceae,Dichospermum,Dichospermum
Commelinaceae,Dictyospermum,Dictyospermum
Commelinaceae,Donnellia,Tripogandra
Commelinaceae,Elasis,Elasis
Commelinaceae,Floscopa,Floscopa
Commelinaceae,Forrestia,Amischotolype
Commelinaceae,Geogenanthus,Geogenanthus
Commelinaceae,Gibasis,Gibasis
Commelinaceae,Gibasoides,Gibasoides
Commelinaceae,Gillettia,Anthericopsis
Commelinaceae,Hadrodemas,Callisia
Commelinaceae,Larnalles,Larnalles
Commelinaceae,Leiandra,Callisia
Commelinaceae,Leptocallisia,Callisia
Commelinaceae,Leptorhoeo,Callisia
Commelinaceae,Mandonia,Tradescantia
